,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
8975,570306867135696897,neutral,1.0,,,US Airways,,AshleyKAtherton,,0,"@USAirways agree! Richard P. Literally ripped up our tixs in our faces and made rude, inappropriate comments to us and our family. Awful!",,2015-02-24 11:38:47 -0800,,Central Time (US & Canada)
11337,568194520497713152,negative,1.0,Late Flight,1.0,US Airways,,CAVHkraMriA,,0,@USAirways  sitting on Tarmac in #PIT for 30 min. No announcement. Just sitting.,,2015-02-18 15:45:04 -0800,,Eastern Time (US & Canada)
4889,569668015047839744,positive,0.6779999999999999,,,Southwest,,nblaschke,,0,@SouthwestAir I want one!,,2015-02-22 17:20:13 -0800,"Woodsboro, TX",Central Time (US & Canada)
14207,569654198901608448,negative,1.0,longlines,0.69,American,,rafalotto,,0,@AmericanAir 24 hours on the AirPort,,2015-02-22 16:25:19 -0800,São Paulo,Brasilia
798,570078733735821313,negative,1.0,Flight Attendant Complaints,0.672,United,,throthra,,0,"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'",,2015-02-23 20:32:16 -0800,,
3255,568567425106628609,negative,1.0,Customer Service Issue,1.0,United,,Jaytolchinsky,,0,@united look at the Twitter history - as usual service non existent,,2015-02-19 16:26:52 -0800,,Central Time (US & Canada)
8556,568168505998229505,negative,1.0,Late Flight,1.0,Delta,,mcontrerasnyc,,0,@JetBlue Only wish your ground operation was as expedient as your Twitter response team! Delay just got extended!,,2015-02-18 14:01:42 -0800,,
8316,568490310524936192,negative,0.6624,Customer Service Issue,0.3547,Delta,,alanbestnyc,,0,@JetBlue Capital One and I explained the false fraud alert. Why did the Jet Blue representative issue me a new tkt if it wasn't resolved?,,2015-02-19 11:20:26 -0800,,Quito
3278,568558478039625728,negative,1.0,Lost Luggage,0.6706,United,,smorg73,,1,@united can you you think about hiring some baggage attendants at EWR? Been waiting for bags for 1 hr. United = overcharged&amp;underserved,,2015-02-19 15:51:19 -0800,,
11975,570279220502511617,negative,1.0,Cancelled Flight,1.0,American,,SusieBarre,,0,@AmericanAir my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?,,2015-02-24 09:48:56 -0800,,
6458,567836660899057664,negative,1.0,Lost Luggage,1.0,Southwest,,Foxycleo13,,0,"@SouthwestAir MY BAGS ARE. 1st woman said it would be there on the next flight... not there, so now Ive got nothing. Big wigs help me out",,2015-02-17 16:03:04 -0800,"Memphis, TN",Central Time (US & Canada)
5556,568894687911632896,negative,1.0,Lost Luggage,0.6756,Southwest,,ThomRegan,,0,@SouthwestAir I filled in the form on the website too. Darn it all. I guess I'll just have to cross my fingers.,,2015-02-20 14:07:17 -0800,"USA, USA!",Eastern Time (US & Canada)
9469,569920484856475649,negative,1.0,Customer Service Issue,1.0,US Airways,,taleson2wheels,,0,@USAirways takes my money at once but then requires 7 to 10 days to process a refund? Why does your auto attendant hang up? #usairwaysfail,,2015-02-23 10:03:26 -0800,,
5041,569502963317649408,neutral,1.0,,,Southwest,,JayWogi,,0,@SouthwestAir can you help,,2015-02-22 06:24:21 -0800,"Houston, Texas",Central Time (US & Canada)
4716,569904370361483264,negative,1.0,Bad Flight,0.7057,Southwest,,alifriend,,0,@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2,"[33.64079948, -84.4358346]",2015-02-23 08:59:24 -0800,"Columbus, OH",Eastern Time (US & Canada)
8919,567749243658858496,neutral,1.0,,,Delta,,CinziannaP,,0,@JetBlue how do I get a copy of my last flight showing original time and delay? I need it for work. Thanks!,,2015-02-17 10:15:42 -0800,,Eastern Time (US & Canada)
12237,570255773651099648,positive,0.6607,,,American,,DanJWillis,,0,@AmericanAir well have all day and all the time in the world,,2015-02-24 08:15:45 -0800,my top secret gaming facility,Casablanca
14109,569665295381614594,negative,0.6848,Late Flight,0.3717,American,,rcwhalen,,0,"@AmericanAir Yeah, try harder. No catering truck in sight.  Can we just leave now w/o the food won't eat anyway?",,2015-02-22 17:09:24 -0800,New York City,
2518,569143454434926592,negative,1.0,Late Flight,0.6817,United,,hadAbadWeek,,0,"@united if you're going to Cancelled Flight flights today, do everyone a favor and get on it now. Don't stall the inevitable.",,2015-02-21 06:35:48 -0800,,
8865,567790133224681472,neutral,1.0,,,Delta,,fromtheleftseat,,0,@JetBlue marks 15th birthday with @Airbus #A320 painted in 'Blumanity' paint job http://t.co/9vTFM7kNad,,2015-02-17 12:58:11 -0800,Phoenix AZ,Arizona
2239,569301745219850241,negative,1.0,Late Flight,0.6737,United,,Randy_King_SF,,0,@united just texted me to say flight is delayed due to air traffic control. BS! They pulled the plane in Late Flight #lies,,2015-02-21 17:04:47 -0800,"San Francisco, CA",Pacific Time (US & Canada)
6324,568055724078706689,negative,1.0,Flight Booking Problems,0.6688,Southwest,,luvthispayne,,0,@SouthwestAir All I requested was a refund of my Reward Points that I used to purchase the flight and he refused.,,2015-02-18 06:33:33 -0800,Somewhere over the rainbow.,Atlantic Time (Canada)
8714,567910969856229377,positive,1.0,,,Delta,,kimbetech,,0,@JetBlue yes! Announced we will take off. You're on it! Thank you!,,2015-02-17 20:58:21 -0800,NYC,Eastern Time (US & Canada)
12850,570001092206923776,negative,1.0,Lost Luggage,0.7033,American,,raymackin,,0,@AmericanAir Took a flight yesterday fron TPA-DFW-AUS. Bag went to IAH. Today bag went to IAH-DFW and then back to IAH. Still no bag!,,2015-02-23 15:23:45 -0800,,Eastern Time (US & Canada)
4178,567793064221130752,negative,1.0,Can't Tell,0.3333,United,,ferriertv,,0,@united it would be super if you paid as much attention to actual fliers as you do to credit card holders.,,2015-02-17 13:09:50 -0800,Denver,Mountain Time (US & Canada)
11091,568514794287796224,negative,0.6863,Bad Flight,0.6863,US Airways,,relaxed137,,0,@USAirways please secure the 'footrest' shelf' in business class on A330 airplanes!!! http://t.co/ZL4bVEXmcJ,,2015-02-19 12:57:44 -0800,Arizona,Arizona
12992,569966060926947329,neutral,1.0,,,American,,kayliemj,,0,@AmericanAir what's the best number to use?,,2015-02-23 13:04:33 -0800,"Seattle, WA",Pacific Time (US & Canada)
11270,568255534941544448,neutral,1.0,,,US Airways,,AnnetteNaif,,0,“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM your confirmation code so we can forward your kind words.” sent,,2015-02-18 19:47:31 -0800,New York & Worldwide,Eastern Time (US & Canada)
7403,569624621047111680,negative,1.0,Late Flight,1.0,Delta,,BillChurchMedia,,0,@JetBlue What's your excuse this time for 1117 delay from LGA to TPA? I know the plane is in the air.,,2015-02-22 14:27:47 -0800,"Sarasota, FL",Pacific Time (US & Canada)
11216,568416602728890370,negative,0.6768,Can't Tell,0.3536,US Airways,,chrisacoote,,0,@USAirways let's say it's directly correLate Flightd to the chance of a replacement case. I know which would cost the airline less!,,2015-02-19 06:27:33 -0800,"West London, UK",
10783,568878979576410112,negative,1.0,Late Flight,1.0,US Airways,,Allisonjones704,,0,@USAirways since when does a maintenance problem and missing flight crew equal delayed due to weather? I'm confused since we had sunny skies,,2015-02-20 13:04:52 -0800,,
2397,569229796401684480,neutral,0.6768,,0.0,United,,school_tales,,0,@united nope.  no case id either time.,,2015-02-21 12:18:53 -0800,midwest and sometimes Spain,
6544,567787583138230272,neutral,1.0,,,Southwest,,FoxyShred,,0,@SouthwestAir you need this song for your next commercial!  https://t.co/jU9rHZ4RQc. #SWA #love,,2015-02-17 12:48:03 -0800,dallas tx,
6152,568179570651709441,negative,1.0,Customer Service Issue,0.6434,Southwest,,FMLBROOKLYN,,0,@SouthwestAir it took ages for one snapchat story to load. one. ONE. I will demolish you,,2015-02-18 14:45:40 -0800,,Arizona
11467,568088090620919808,negative,1.0,Customer Service Issue,1.0,US Airways,,NChanelJoy,,1,Spend 1 HOUR on hold with @USAirways .,,2015-02-18 08:42:10 -0800,,Eastern Time (US & Canada)
13032,569956658199134208,neutral,1.0,,,American,,benskur,,0,@AmericanAir is there a probability that flight 1330 from DFW to DTW will be delayed or Cancelled Flighted?,,2015-02-23 12:27:11 -0800,,
13717,569737397350461440,negative,1.0,Lost Luggage,1.0,American,,LeslieWolfson,,0,@AmericanAir why won't u deliver my luggage? Almost two days and holding on the phone for over 4 hrs. Help!,,2015-02-22 21:55:55 -0800,Miami Beach,Central Time (US & Canada)
11630,567860775752208385,negative,0.6609999999999999,Cancelled Flight,0.6609999999999999,US Airways,,PastorMRobinson,,0,"@USAirways car services to and from the hotel, food, hotel cost bc of Cancelled Flightlations fall on the customer with last minute notifications",,2015-02-17 17:38:53 -0800,Lexington,Central Time (US & Canada)
3383,568475497275002880,negative,1.0,Late Flight,1.0,United,,peteeustic,,0,@united you do realize my wife is waiting on a delayed flight at this very moment.  I'm not sure I understand your tweet.,,2015-02-19 10:21:34 -0800,,
4687,569933882662916096,neutral,1.0,,,Southwest,,sasc1,,0,"@SouthwestAir understand the weather, these kids need to get home! Nice kids doing volunteer work from a RI high school, please help",,2015-02-23 10:56:41 -0800,RI,Eastern Time (US & Canada)
7622,569498738856755200,negative,0.6632,Customer Service Issue,0.3368,Delta,,davisesq212,,0,@JetBlue note the time this was taken (now at 906 am) and flight still listed as on time for 910 when I'm not onboard http://t.co/zvfmxnuELJ,,2015-02-22 06:07:34 -0800,New York City,Eastern Time (US & Canada)
5152,569304533140185088,negative,1.0,Can't Tell,0.6711,Southwest,,VinceEgan,,0,@SouthwestAir Flight 3336 - why do multiple tracking sites have more up to date info than SWA's app and website?,,2015-02-21 17:15:52 -0800,"Hudson, NH",Eastern Time (US & Canada)
6347,568041723642961920,positive,1.0,,,Southwest,,Gabriel_Wren,,0,@SouthwestAir thanks for getting me back to Nashville. Big thanks to the pilots on the 6:15 out of Baltimore. Flying in snow landing on ice.,,2015-02-18 05:37:55 -0800,"Nashville, TN",Central Time (US & Canada)
1031,569958935907733504,negative,1.0,longlines,0.3435,United,,jhclutter,,0,"@united @FlyEIA yes, they said it took more than an hour!",,2015-02-23 12:36:14 -0800,Atlanta,Brussels
11026,568605590735294464,negative,0.6867,Bad Flight,0.3441,US Airways,,ChrisPotta,,0,@USAirways thanks for overFlight Booking Problems first class and automatically downgrading my upgrade 3 min before boarding. #ffstatusdontmatter #thenewaa,,2015-02-19 18:58:31 -0800,World Traveler ,Arizona
1454,569711632991047680,negative,1.0,Late Flight,0.6772,United,,scottychadwick,,0,@united yea they been booked on 10 next avalible flights since sat 7am. And when time comes no plane 2nd day of work missed #hotelliving,,2015-02-22 20:13:32 -0800,,Eastern Time (US & Canada)
6974,569973084398100480,neutral,1.0,,,Delta,,Invxsxble_Bxlly,,0,“@JetBlue: Our fleet's on fleek. http://t.co/aJM3BhJVaa” #foh,,2015-02-23 13:32:27 -0800,"Slum Village, NY",Quito
14294,569641336652967937,neutral,0.655,,,American,,afeltus,,0,@AmericanAir a guy try right...,,2015-02-22 15:34:12 -0800,Reading MA,Eastern Time (US & Canada)
641,570232726206312448,neutral,1.0,,,United,,TaylorGravett,,0,@united please be good to me this weekend!,,2015-02-24 06:44:10 -0800,Kansas,Central Time (US & Canada)
11134,568487367536996354,negative,0.6531,Cancelled Flight,0.3265,US Airways,,JimmyisAble,,0,@USAirways understood and I am sympathetic. How do I get my $100 back? I shouldn't have to pay especially if YOU switched my flight.,"[29.99894707, -90.27229299]",2015-02-19 11:08:45 -0800,,Hawaii
13459,569857805483675648,negative,1.0,Lost Luggage,1.0,American,,Jhosa_M,,0,@AmericanAir Still waiting news about my bags 48hrs already happened and this company don't give to the passengers any certain information,,2015-02-23 05:54:22 -0800,Ando por el mundo,Caracas
2380,569237356622024704,negative,1.0,Can't Tell,1.0,United,,AviNewYork,,0,@united I hope not to see the same issue on my return flight tomorrow,"[18.47066766, -68.40014139]",2015-02-21 12:48:56 -0800,,Eastern Time (US & Canada)
12348,570222998919225344,negative,1.0,Customer Service Issue,0.6505,American,,bsauce2011,,0,@AmericanAir your staff at rsw working the sliver airlines desk is not helpful. We can not get any information about our flight.,,2015-02-24 06:05:31 -0800,Fort Myers,Eastern Time (US & Canada)
12621,570085896319401984,positive,0.6807,,,American,,csckirk,,0,@AmericanAir Thank you,,2015-02-23 21:00:44 -0800,North Texas,Central Time (US & Canada)
3015,568797800743313408,neutral,1.0,,,United,,derwiki,,0,"@united @Adam_Karren @zj76 how did you save the $200 on checked snowboard? Trying to check in this morning, website wants $200! (prem.gold)",,2015-02-20 07:42:18 -0800,san francisco,
5237,569242689348071425,negative,1.0,Customer Service Issue,0.6912,Southwest,,RyanDuncanPT,,0,".@SouthwestAir Yes, total of 4 hours on hold. With all the Cancelled Flightlations, one would think there would be more staff. Decided to cx and drive",,2015-02-21 13:10:07 -0800,"St. Louis, MO",Central Time (US & Canada)
6103,568227390566109184,neutral,1.0,,,Southwest,,jpagano11,,0,@SouthwestAir do new flights come out at midnight?,,2015-02-18 17:55:41 -0800,,Quito
11447,568110197966643201,negative,1.0,Can't Tell,0.6397,US Airways,,MusJew2daRescue,,0,"@USAirways 
Are you an incompetent airline every day, or just days that end in 'y'?",,2015-02-18 10:10:00 -0800,Earth,
3305,568538044703178752,neutral,0.7028,,0.0,United,,TheKevinDent,,0,@united will I make it with the delay?,,2015-02-19 14:30:07 -0800,Look behind you,Pacific Time (US & Canada)
3419,568456895515607040,neutral,0.6525,,0.0,United,,AndavoTravel,,0,@united Airlines is changing #mileageplus program March 1 http://t.co/4ojE523PTw,,2015-02-19 09:07:39 -0800,,Mountain Time (US & Canada)
10430,569313112089886720,negative,0.6909,Late Flight,0.3642,US Airways,,jshieber,,0,@USAirways hour 4 at the gate.,,2015-02-21 17:49:57 -0800,New York ,Beijing
1347,569801303204851713,negative,1.0,longlines,0.3684,United,,kennykhlee,,0,@united please stop spending mktg $ on branding ads. Use savings to improve #cxp. 1hr wait for luggage due to short staff is unacceptable,,2015-02-23 02:09:51 -0800,San Francisco,Pacific Time (US & Canada)
6410,567875729045590017,negative,1.0,Cancelled Flight,1.0,Southwest,,PCDan76,,0,@SouthwestAir she made it standby after her flight was Cancelled Flighted for no reason. Almost 4hrs Late Flight.  Conf# FVF9YW  SWRR# 298033455,,2015-02-17 18:38:19 -0800,Park City,
11312,568218884060241920,negative,1.0,Lost Luggage,1.0,US Airways,,scheds14,,0,@USAirways being told 'tough break and this is how it is' is unacceptable. You can't even tell me when my bags will be here,,2015-02-18 17:21:53 -0800,"Phoenix, AZ",
4447,570250554670125056,neutral,0.6765,,,Southwest,,OBruce135,,0,@SouthwestAir Thank you!,,2015-02-24 07:55:01 -0800,,
3258,568565044994158592,negative,1.0,Cancelled Flight,0.3711,United,,Czone12,,1,@united make sure you make Cancelled Flighted flight baggage and upgrade fees seem like a labyrinth so that you might be able to swindle a few $ more,"[37.99311597, -84.52114659]",2015-02-19 16:17:24 -0800,lexington KY,
87,569922008588222465,neutral,1.0,,,Virgin America,,openambit1,,0,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,,2015-02-23 10:09:30 -0800,,
8345,568456085536935936,negative,1.0,Bad Flight,0.3579,Delta,,GinaMPassantino,,0,@JetBlue As long as someone remembers to put it on plane right? That was a really lame excuse.Geez @JetBlue can do much better #coffeeneeded,,2015-02-19 09:04:26 -0800,"Amherst, NY",Eastern Time (US & Canada)
7132,569927288751587328,negative,1.0,Can't Tell,1.0,Delta,,TatianaKing,,31,STOP. USING.THIS.WORD. IF. YOU'RE. A. COMPANY. RT @JetBlue: Our fleet's on fleek. http://t.co/Fd2TNYcTrB,,2015-02-23 10:30:29 -0800,"New York, NY",
10106,569535230996045825,negative,1.0,Customer Service Issue,0.6179,US Airways,,JoanEisenstodt,,0,@USAirways Past tense re help. No more. It’s been even more miserable than usual at CLT.,,2015-02-22 08:32:35 -0800,"Washington, DC",Eastern Time (US & Canada)
10484,569259449115942913,positive,1.0,,,US Airways,,OthalieGraham,,0,@USAirways thank you! You have always been so good to me. I will follow up.,"[39.94624391, -75.17915216]",2015-02-21 14:16:43 -0800,,
4106,567822065471860736,negative,1.0,Late Flight,1.0,United,,cslhilo,,1,@united You make it hard to fly with you. Delayed over an hour and now the plane  is turning around &amp; heading back to the gate. #connection?,,2015-02-17 15:05:04 -0800,"Hilo, HI",Hawaii
11040,568591324737200128,negative,1.0,Customer Service Issue,1.0,US Airways,,gagan_chahal,,0,@USAirways 45 minutes on hold waiting to speak with an agent !! Come on #USAirways !!! Ridiculous #baggagelost #usairways,,2015-02-19 18:01:50 -0800,Canada,
3325,568526386249351168,negative,1.0,Can't Tell,0.6682,United,,AgrippaInTheAir,,0,"@united Club DEN, East or West, both are disgusting. http://t.co/XijYrPsLZK",,2015-02-19 13:43:47 -0800,,
13573,569825634295230466,negative,0.6543,Customer Service Issue,0.6543,American,,farfalla818,,0,@AmericanAir I've been doing this all night. Can someone please help? I need my flt fixed. Please???,,2015-02-23 03:46:32 -0800,"Plano, Texas",
10611,569126397161054208,negative,1.0,Customer Service Issue,0.6406,US Airways,,ndngenuity,,0,"@USAirways I don't want a reservation change, just adding a service. Am going public with this to get help.",,2015-02-21 05:28:01 -0800,Chesapeake Bay watershed,Eastern Time (US & Canada)
3723,568168460468895745,positive,1.0,,,United,,ToddWalsh,,0,@united well it IS John Hughes' birthday. But I will stick w the plane &amp; hold off on trains &amp; automobiles. Gate workers are doing well.,,2015-02-18 14:01:31 -0800,"ÜT: 33.449738,-112.049072",Pacific Time (US & Canada)
275,568898405189038080,neutral,1.0,,,Virgin America,,AirlineFuel,,0,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,,2015-02-20 14:22:04 -0800,Global,Sydney
6473,567829689600892928,neutral,1.0,,,Southwest,,jjenreich,,0,@SouthwestAir how are flights looking for tomorrow morning from #Nashville (BNA) to Fort Lauderdale (FLL) ?!,,2015-02-17 15:35:22 -0800,Fort Lauderdale,Central Time (US & Canada)
4026,567867168429182976,neutral,1.0,,,United,,b29j3,,0,@united how about changing RNO -DEN non-stop In May (9) from 6am to Late Flight morning or early afternoon?,,2015-02-17 18:04:18 -0800,,Pacific Time (US & Canada)
9762,569678568692719616,negative,1.0,Customer Service Issue,0.6873,US Airways,,amist101,,0,"@USAirways   US AIRWAYS DON'T CARE FOR CUSTOMERS. Worst experience today with US airways.. Myself, wife and toddler",,2015-02-22 18:02:09 -0800,,
8638,568094177394888705,negative,1.0,Flight Booking Problems,0.6188,Delta,,MerrickRealtor,,0,@JetBlue WHAT'S UP WITH WEBSITE CAN'T ACCESS FLIGHT INFO,,2015-02-18 09:06:21 -0800,Merrick,America/New_York
10086,569541291467522048,negative,1.0,Late Flight,1.0,US Airways,,jacove,,0,@USAirways why now just announce delay of 4478 from PVD when you knew captain was already on delayed flight coming in? Frustrating,,2015-02-22 08:56:40 -0800,,Eastern Time (US & Canada)
6232,568107058605608960,neutral,0.6821,,,Southwest,,OJ27Canelo,,0,@SouthwestAir Thank you.,,2015-02-18 09:57:32 -0800,,
10002,569581828258078721,negative,1.0,Cancelled Flight,1.0,US Airways,,MrRenevendez,,0,@USAirways spent 1.5 hours in line trying to get on a flight home tonight only for it to be Cancelled Flightled an hour Late Flightr. Not even snowing at DCA,,2015-02-22 11:37:44 -0800,Where you least need me to be,
7337,569665692770967552,negative,0.6947,Customer Service Issue,0.6947,Delta,,Penguins_66,,0,@JetBlue Why close prechk at 8PM on a Sunday at JFK?  #annoying,,2015-02-22 17:10:59 -0800,,Central Time (US & Canada)
3395,568468724048646145,negative,1.0,Late Flight,0.6854,United,,Brennej,,0,@united - why am I sitting on this plane for an hour after scheduled takeoff without a cloud in the sky? #keepusguessing #isthisyourfirsttry,,2015-02-19 09:54:40 -0800,,
9205,570068659193950208,neutral,1.0,,,US Airways,,EverettWJones,,0,@USAirways thank you.,,2015-02-23 19:52:14 -0800,,Quito
7818,569230445654740992,neutral,0.6517,,0.0,Delta,,BernardLeCroix,,0,@JetBlue I clear that folder regularly and JetBlue is white listed so it never got to me.,,2015-02-21 12:21:28 -0800,"Providence, RI",Eastern Time (US & Canada)
2878,568851396923146240,negative,1.0,Customer Service Issue,0.6804,United,,bugstory,,0,@united the refund team is far from customer care courtesy they need training on work ethics. So it's like sir u r lying how can I help,,2015-02-20 11:15:16 -0800,"Baltimore, MD",Eastern Time (US & Canada)
5995,568440514506301440,neutral,0.6819,,,Southwest,,segeorgeff,,3,"@southwestair has 22 employees on Social Care Team, 4 staff the Listening Ctr. at any time-rest of spots filled by other areas. #RaganDisney",,2015-02-19 08:02:34 -0800,"San Antonio, Texas",Tehran
911,570019476235788288,negative,1.0,Lost Luggage,0.366,United,,jalvich,,0,"@united the proper response: sorry for your wait, what flight # were you on so we can look into the issue. That's how @Delta would handle.",,2015-02-23 16:36:48 -0800,,Eastern Time (US & Canada)
1920,569520425312632832,positive,1.0,,,United,,JeremyAllynAmes,,0,"@united Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back.",,2015-02-22 07:33:45 -0800,"Medway, MA",Eastern Time (US & Canada)
3510,568353091407495168,negative,1.0,Customer Service Issue,0.6556,United,,patrick_maness,,0,"@united to recap, you bounced me off my flight, LIED TO ME, then hung up on me. What am I supposed to think/do now?",,2015-02-19 02:15:11 -0800,Rhode Island,Eastern Time (US & Canada)
5519,568926999680569344,negative,1.0,Cancelled Flight,1.0,Southwest,,mcdaniem,,0,@SouthwestAir thanks! More concerned about the conflicting texts I was receiving my about my flight  Having to drive 10 hours now 😢,,2015-02-20 16:15:41 -0800,"Nashville, TN",Mountain Time (US & Canada)
1845,569558589628502016,negative,0.6927,Can't Tell,0.6927,United,,4geiger,,0,@united so what's the solution?,,2015-02-22 10:05:24 -0800,Kingwood,
12128,570281010606120960,negative,1.0,Can't Tell,0.659,American,,jacquelinewins6,,0,"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA.",,2015-02-24 09:56:02 -0800,,
14274,569643210785497088,negative,1.0,Customer Service Issue,1.0,American,,galen_emery,,0,@AmericanAir I can't keep dialing you guys all day. Can I get into the callback queue?,,2015-02-22 15:41:39 -0800,"Seattle, WA",Pacific Time (US & Canada)
7603,569512447717085185,neutral,1.0,,,Delta,,sylvie75015,,0,"@JetBlue I hear you and safety is #1! I think we can get to JFK though now so let's help the pilots, passengers &amp; crew get there safely!",,2015-02-22 07:02:03 -0800,"Larchmont, New York",Eastern Time (US & Canada)
12120,570283309093113856,neutral,1.0,,,American,,pbpinftworth,,0,@americanair Yes to the iOS. I'm running iOS 8.1.3,,2015-02-24 10:05:10 -0800,"DFW, TX",Central Time (US & Canada)
12175,570269633778855936,negative,1.0,Flight Attendant Complaints,0.6503,American,,rqualls,,0,@AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good,,2015-02-24 09:10:50 -0800,,
11093,568512284202438656,negative,1.0,Late Flight,0.6987,US Airways,,dbk1866,,0,"@USAirways Your gate team are polite. But your planes are habitually Late Flight. In many cases, passengers are waiting for the flight crew!",,2015-02-19 12:47:45 -0800,The alternate universe,Eastern Time (US & Canada)
14238,569648713980715010,negative,1.0,Late Flight,1.0,American,,drguzman,,0,@AmericanAir flight 3056 in D/FW now delayed 2 hours waiting sitting in plane for baggage to be loaded - why?,,2015-02-22 16:03:31 -0800,"Springfield, Illinois",Central Time (US & Canada)
7101,569937260994564098,neutral,1.0,,,Delta,,mcmahon0074,,0,@JetBlue looking to for low rates bos to Vegas in Late Flight June for 3 kids and myself for a sporting event. Any deals or breaks,"[42.3427056, -71.5504108]",2015-02-23 11:10:06 -0800,some where in massachusetts ,
14337,569631648674766848,negative,1.0,Customer Service Issue,1.0,American,,tcunningham10,,0,@AmericanAir @SentieriMelinda Any updates? It shouldn't take hours for assistance. I love @SouthwestAir,"[40.46694635, -82.64579149]",2015-02-22 14:55:42 -0800,Central Ohio,Eastern Time (US & Canada)
10913,568787831436345344,negative,1.0,Cancelled Flight,1.0,US Airways,,christinaliu115,,0,"@USAirways @AmericanAir , you Cancelled Flightled my flight back during the holidays and gave me a refund of $8.51/ticket from PHL to EWR, really?!",,2015-02-20 07:02:41 -0800,"San Francisco, CA",Central Time (US & Canada)
12873,569994134997610496,positive,1.0,,,American,,brianvautour,,0,@AmericanAir first ride on new 737-800 with new interior and in seat video. Nice improvement! #Newplanesmell http://t.co/dJJjN9sLHT,,2015-02-23 14:56:06 -0800,Preferably on a plane,America/Los_Angeles
12090,570295981985681409,negative,1.0,Can't Tell,0.6569,American,,ferraro__rocher,,0,@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now,,2015-02-24 10:55:32 -0800,"Plano, TX",Mountain Time (US & Canada)
12891,569989330057342977,neutral,1.0,,,American,,hellodukesy,,0,@AmericanAir originating at SFO and going to LAX.,,2015-02-23 14:37:00 -0800,San Francisco,Pacific Time (US & Canada)
2351,569249493264289793,positive,1.0,,,United,,PalenMcDermott,,0,@united this flight has been amazing. This is the best flight I have ever been on I am not kidding. Service is INCREDIBLE!,,2015-02-21 13:37:09 -0800,,Eastern Time (US & Canada)
13760,569721419849797632,negative,1.0,Customer Service Issue,0.6625,American,,hellodukesy,,0,"@AmericanAir Need to change flight, but the CS # is telling me it can't take my call. Can't change online. Please help. Flight is this week.",,2015-02-22 20:52:26 -0800,San Francisco,Pacific Time (US & Canada)
13892,569693838329180160,negative,1.0,Flight Attendant Complaints,1.0,American,,cloop87,,0,@AmericanAir The pilot told us they would release bags as well as offer hotel vouchers. Neither happened.,,2015-02-22 19:02:50 -0800,"New York, NY",Eastern Time (US & Canada)
4523,570068976778153984,positive,0.6744,,0.0,Southwest,,ShomanWright,,0,@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!,,2015-02-23 19:53:30 -0800,Tennessee,
11551,568018287302447104,positive,1.0,,,US Airways,,atHomeinProv,,0,@USAirways Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp,,2015-02-18 04:04:47 -0800,"Providence, Rhode Island",Eastern Time (US & Canada)
6390,567887646162161664,negative,1.0,Lost Luggage,1.0,Southwest,,c_m_drummond,,0,@SouthwestAir I left my iPad on my flight 1831 from ERW to DEN. I opened claim 442998. It has so many memories on it. Plz help get it back.,,2015-02-17 19:25:40 -0800,,
4256,567747041976410112,negative,1.0,Late Flight,1.0,United,,TuraPeter,,0,@united when is my plane coming?  Been delayed for almost 7 hours. No plane.,,2015-02-17 10:06:57 -0800,,
2939,568823775745028096,negative,1.0,Customer Service Issue,1.0,United,,LRuns4Cupcakes,,0,@united DM sent.  This lack if customer service is getting ridiculous.,,2015-02-20 09:25:31 -0800,NY,
3837,568090851907207169,negative,1.0,Lost Luggage,1.0,United,,c9n0thing,,0,@united my bag is a few days Late Flight to me and this is like the 3rd time in the past couple months.  Where my free miles at?!,,2015-02-18 08:53:08 -0800,San Diego,Pacific Time (US & Canada)
9380,569961117235191809,negative,0.6863,Flight Booking Problems,0.3493,US Airways,,Danye33,,0,@USAirways I have a flight voucher/confirmation code but there is no where for me to enter it on your checkout page while Flight Booking Problems. Pls help,,2015-02-23 12:44:54 -0800,,Eastern Time (US & Canada)
7539,569539111222190081,neutral,0.6714,,0.0,Delta,,emptynester25,,0,@JetBlue when will the system be up and running?,,2015-02-22 08:48:00 -0800,,
8783,567849376925618176,positive,0.6621,,,Delta,,DonnellyVJ,,0,@JetBlue That's great! Thank you.,,2015-02-17 16:53:36 -0800,,
